1, 19.27
2, 53.25
3, 68.29
4, 63.01
5, 67.09
6, 56.39
7, 62.95
8, 67.33
9, 63.85
10, 71.31
11, 61.05
12, 64.85
13, 68.1
14, 55.15
15, 62.92
16, 68.15
17, 58.39
18, 62.51
19, 65.11
20, 70.74
21, 71.81
22, 67.07
23, 63.66
